Geo Point,rd_seg_id,marker_id,bay_id,meter_id,rd_seg_dsc,last_edit
"-37.802251560224605, 144.9697600204834",20558.0,,23484,,Rathdowne Street between Pelham Street and Grattan Street,20210412110301.0
"-37.830037674233886, 144.9705621925574",22094.0,9112N,13863,,Dorcas Street between St Kilda Road and Wells Street,20201208141256.0
"-37.80993130769951, 144.970625094208",20001.0,,9015,,Lonsdale Street between Spring Street and Exhibition Street,20201208140752.0
"-37.828293712313055, 144.96553880105517",22120.0,9525S,17393,,Miles Street between Sturt Street and Moore Street,20201208141700.0
"-37.8267192934209, 144.9797497658858",22492.0,,18769,,Alexandra Avenue between Swan Street Bridge and Anderson Street,20201208141828.0
"-37.79505428522936, 144.95679240898536",22356.0,,6264,,Fitzgibbon Street between Morrah Street and Bayles Street,20201223122249.0
"-37.82119308735878, 144.9878860318208",,,3561,,,20201223122245.0
"-37.803054816672514, 144.9504960809531",20990.0,,12539,,Queensberry Street between Leveson Street and Errol Street,20201208141140.0
"-37.8126881756702, 144.9735304257914",20200.0,,22642,,Spring Street between Collins Street and Little Collins Street,20210208154313.0
"-37.79270140856686, 144.9225025951039",,,2692,,,20201223122242.0
"-37.836733574183526, 144.979129081636",22261.0,,3958,,Hope Street between Toorak Road and Domain Road,20201223122246.0
"-37.79850611234277, 144.9716592549641",20671.0,,10810,,MacArthur Place South between Canning Street and Rathdowne Street,20201208140941.0
"-37.80396434807853, 144.95696782394072",20925.0,7673S,17579,,Queensberry Street between Cobden Street and Peel Street,20201208141712.0
"-37.7967996919203, 144.9692347139547",20552.0,,1338,,Drummond Street between Elgin Street and Palmerston Street,20201223122240.0
"-37.806192927601096, 144.95208034212914",22661.0,C6036,12251,,Chetwynd Street between Stanley Street and Victoria Street,20201208141121.0
"-37.82526693879508, 144.96961147668938",22082.0,9870N,17525,,Grant Street between St Kilda Road and Wells Street,20201208141708.0
"-37.8085893734241, 144.97176685982382",21848.0,C148,8489,,Spring Street between Lonsdale Street and Little Lonsdale Street,20201208140720.0
"-37.7941890979054, 144.92836517056332",21688.0,,22096,,Macaulay Road between Henry Street and Kensington Road,20201208142206.0
"-37.7976901890133, 144.97156899986422",20654.0,,1200,,Elgin Street between Canning Street and Rathdowne Street,20201223122240.0
"-37.83040193248341, 144.91181687267968",22165.0,,2662,,Todd Road between Cook Street and Wharf Road,20201223122242.0
"-37.78501925856284, 144.95392929594513",,,16726,,,20201208141620.0
"-37.798337833314854, 144.9744504973896",20596.0,,861,,Barkly Street between Nicholson Street and Canning Street,20201223122239.0
"-37.7787538887822, 144.94236200198986",,,5840,,,20201223122249.0
"-37.82062310569134, 144.95700934877584",20224.0,1697S,8863,,Flinders Street between King Street and Spencer Street,20201208140741.0
"-37.79420607696703, 144.95414642296507",22342.0,,7815,,Gatehouse Street between Morrah Street and Bayles Street,20201223122252.0
"-37.821961312311394, 144.9546653684552",22445.0,,15626,,Siddeley Street between Spencer Street and Wurundjeri Way,20201208141456.0
"-37.80875484723862, 144.94377662453468",21547.0,,21966,,Railway Place between Hawke Street and Abbotsford Street,20201208142159.0
"-37.834756691498725, 144.975347518526",22199.0,,20170,,Bromby Street between Arnold Street and St Kilda Road,20201208141954.0
"-37.80939184079482, 144.94449090247232",21470.0,,5439,,Hawke Street between Railway Place and Adderley Street,20201223122248.0
"-37.79648717638327, 144.9721544258769",20780.0,,1519,,Palmerston Street between Canning Street and Rathdowne Street,20201223122240.0
"-37.81101193828711, 144.97731881515546",21851.0,,20788,,Cathedral Place between Lansdowne Street and Gisborne Street,20201208142044.0
"-37.827467362648996, 144.9240269554998",22150.0,16026N,4623,,Vegemite Way between Salmon Street and Douglas Street,20201223122246.0
"-37.7990011931575, 144.972553130456",20580.0,,1683,,Canning Street between Faraday Street and Elgin Street,20201223122240.0
"-37.8274893819515, 144.92268956502446",22149.0,,4409,,Salmon Street between Cook Street and Turner Street,20201223122246.0
"-37.79262938340272, 144.92008486822272",21810.0,,6115,,McAllister Mews between Stockmans Way and Gatehouse Drive,20201223122249.0
"-37.81965566618952, 144.9437366488609",22915.0,13614E,20962,,Merchant Street between Bourke Street and Victoria Harbour Promenade,20201208142055.0
"-37.80464251464395, 144.96617256049956",20524.0,,11763,,Lygon Street between Queensberry Street and Argyle Place South,20201208141054.0
"-37.82045293264005, 144.97376089419816",22188.0,,22316,,Boathouse Drive between St Kilda Road and Alexandra Avenue,20201218134549.0
"-37.80491453146733, 144.95393331641458",20956.0,,22099,,Howard Street between Victoria Street and Queensberry Street,20201208142207.0
"-37.796317398418864, 144.97165559306634",20780.0,,2105,,Palmerston Street between Canning Street and Rathdowne Street,20201223122242.0
"-37.816233538016235, 144.9679240582284",20125.0,,22224,,Flinders Lane between Russell Street and Swanston Street,20201208142213.0
"-37.82013907938972, 144.94306995651795",22913.0,13253S,22052,,Bourke Street between Enterprize Way and Cumberland Street,20201208142204.0
"-37.82095614686394, 144.94301339634254",23311.0,13054N,14019,,Collins Street between Merchant Street and Bourke Street,20201208141305.0
"-37.80549206911946, 144.9516547273651",20979.0,,8147,,Victoria Street between Chetwynd Street and Leveson Street,20201223122252.0
"-37.814425437528016, 144.960435396196",20174.0,C1132,19938,,Queen Street between Bourke Street and Little Bourke Street,20201208141941.0
"-37.82316357996113, 144.94031907471404",30884.0,,19204,,South Wharf Drive,20201208141855.0
"-37.8023402353836, 144.95571401889032",21120.0,,14160,,Bedford Street between Courtney Street and Peel Street,20201208141313.0
"-37.82612996476764, 144.97897747808784",22492.0,,18634,,Alexandra Avenue between Swan Street Bridge and Anderson Street,20201208141820.0
"-37.79266825240134, 144.93219282322028",22962.0,,20603,,Barnett Street between Smith Street and Robertson Street,20201208142030.0
"-37.823898858195236, 144.96445636110994",22077.0,,21196,,Kavanagh Street between Southbank Boulevard and Power Street,20201208142109.0
"-37.80424124057393, 144.95091811613545",20980.0,C6350,11933,,Leveson Street between Victoria Street and Queensberry Street,20201208141105.0
"-37.83588195843072, 144.98398603366138",22241.0,,15867,,Marne Street between Toorak Road and Domain Road,20201208141520.0
"-37.796258332304475, 144.9660788210837",20518.0,,1106,,Cardigan Street between Elgin Street and Keppel Street,20201223122240.0
"-37.80962175886875, 144.94890834860357",21479.0,,23186,,Rosslyn Street between Adderley Street and Spencer Street,20210329125741.0
"-37.810867656290206, 144.96676221803781",20005.0,2884N,8905,,Lonsdale Street between Russell Street and Swanston Street,20201208140745.0
"-37.802198416062254, 144.94977317299674",21082.0,,3221,,Errol Street between Queensberry Street and Arden Street,20201223122244.0
"-37.80654787879042, 144.95342443517396",21382.0,5833W,14236,,Howard Street between Rosslyn Street and William Street,20201208141326.0
"-37.79266032409457, 144.92032441518245",21810.0,,6989,,McAllister Mews between Stockmans Way and Gatehouse Drive,20201223122251.0
"-37.82122513064754, 144.96482621432375",22059.0,,3421,,Riverside Quay between Cook Street and Southgate Avenue,20201223122245.0
"-37.804834482719954, 144.96653231296676",22498.0,,10850,,Queensberry Street between Drummond Street and Lygon Street,20201208140943.0
"-37.793306176781385, 144.9740451280706",20629.0,,807,,Neill Street between Princes Street and Canning Street,20201223122239.0
"-37.79646617825587, 144.92494140813008",21739.0,,4315,,Altona Street between Ormond Street and Kensington Road,20201223122246.0
"-37.83005989540057, 144.96616751893484",22117.0,,18970,,Coventry Street between Dodds Street and Sturt Street,20210302110456.0
"-37.81802951689887, 144.98781052891036",21959.0,15236E,20436,,Vale Street between Wellington Parade South and Vale Street South,20201208142018.0
"-37.801447364408524, 144.9438863592165",21044.0,,5283,,Dryburgh Street between Queensberry Street and Arden Street,20201223122248.0
"-37.81026018221588, 144.95563293591775",21529.0,,22112,,William Street between A'Beckett Street and Franklin Street,20201208142207.0
"-37.820311621497055, 144.94548627069958",23032.0,13654E,20975,GPE2,Geographe Street between Bourke Street and Keera Way,20201208142056.0
"-37.806660294172644, 144.96384937736474",21607.0,,9788,,Victoria Street between Cardigan Street and Swanston Street,20201208140834.0
"-37.80161464294512, 144.95467755421268",21122.0,,12911,,Blackwood Street between Flemington Road and Courtney Street,20201208141202.0
"-37.821543371092915, 144.94746807288004",22954.0,,21046,,Harbour Esplanade between McCrae Street and Collins Street,20201208142100.0
"-37.80611193397881, 144.95371081619265",21384.0,,19357,,William Street between Rosslyn Street and Victoria Street,20201208141904.0
"-37.81881828024707, 144.94697996978243",22609.0,,20813,,Intersection of Harbour Esplanade and Bourke Street,20201208142047.0
"-37.8295886772539, 144.96780008132674",22112.0,,19017,,Coventry Street between Wells Street and Dodds Street,20201208141843.0
"-37.81432277979723, 144.98276798525058",21932.0,11979W,4791,IAW2,Clarendon Street between George Street and Hotham Street,20201223122246.0
"-37.79578717995228, 144.95268944352944",22321.0,,21938,,Story Street between Park Drive and Gatehouse Street,20201208142157.0
"-37.799944331694675, 144.9414329992065",21299.0,,5374,,Arden Street between Laurens Street and Fogarty Street,20201223122248.0
"-37.810305675893176, 144.9585730968424",21523.0,,8742,,Queen Street between La Trobe Street and A'Beckett Street,20201208140734.0
"-37.84180669653058, 144.97767389947157",22476.0,,19537,,St Kilda Road between Armadale Street and Commercial Road,20201208141914.0
"-37.80999607783259, 144.9529003910082",21518.0,,11450,,King Street between Batman Street and Dudley Street,20210302113432.0
"-37.819715138423426, 144.94843263930787",22802.0,13351W,20594,,Batmans Hill Drive between Bourke Street and Collins Street,20201208142029.0
"-37.807337988301676, 144.9589905361285",21629.0,C7014,17175,,Therry Street between Elizabeth Street and Queen Street,20201208141646.0
"-37.807961753814, 144.9435832910922",21449.0,,6071,,Abbotsford Street between Railway Place and Adderley Street,20201223122249.0
"-37.78505051410488, 144.95406533339806",,,16615,,,20201208141614.0
"-37.802133977189264, 144.9661710946836",20752.0,,10066,,Argyle Place North between Lygon Street and Cardigan Street,20201208140849.0
"-37.83257952916995, 144.97645231163142",22469.0,,6312,,Dallas Brooks Drive between Domain Road and Birdwood Avenue,20201223122249.0
"-37.79446068362742, 144.94689072360524",21235.0,,21585,,Abbotsford Street between Erskine Street and Brougham Street,20201208142134.0
"-37.79548257356053, 144.9750420347942",20621.0,,2026,,Kay Street between Nicholson Street and Station Street,20201223122241.0
"-37.81829188854838, 144.9791332907521",21980.0,15106N,15404,,Jolimont Street between Jolimont Lane and Jolimont Road,20201223122253.0
"-37.82834238971846, 144.9662421424622",22108.0,9516N,14250,,Miles Street between Dodds Street and Sturt Street,20201208141327.0
"-37.82433609599728, 144.96410352995917",22077.0,,21218,,Kavanagh Street between Southbank Boulevard and Power Street,20201208142110.0
"-37.795671332677934, 144.95759062384616",22323.0,,3033,,Morrah Street between Royal Parade and Fitzgibbon Street,20201223122244.0
"-37.825041121659694, 144.96128172856908",22050.0,,13672,,City Road between Power Street and Balston Street,20201208141243.0
"-37.78178023581513, 144.9499927498179",,,16855,,,20201208141627.0
"-37.80021624849699, 144.95540295122137",21123.0,,12822,,Flemington Road between Blackwood Street and Wreckyn Street,20201208141157.0
"-37.82650713870393, 144.95745120308615",22455.0,,3619,,Clarendon Street between Whiteman Street and Haig Street,20201223122245.0
"-37.8045527901932, 144.96223636008497",20829.0,,23146,,Queensberry Street between Swanston Street and Bouverie Street,20210325161444.0
"-37.830643824971396, 144.96723030627956",22113.0,,17277,,Dodds Street between Coventry Street and Dorcas Street,20201208141652.0
"-37.793110257673945, 144.95557782159375",22369.0,,4121,,Gatehouse Street between Bayles Street and Park Drive,20201223122246.0
"-37.79851782422554, 144.94684628565724",21168.0,,7828,,Haines Street between Curzon Street and Abbotsford Street,20201223122252.0
"-37.79760593962743, 144.94816874140048",21192.0,,3643,,Molesworth Street between Harker Street and Abbotsford Street,20201223122245.0
"-37.800433330302255, 144.94869215640338",21151.0,,5164,,Curzon Street between Arden Street and O'Shanassy Street,20201223122247.0
"-37.82454763142299, 144.9776193032157",22492.0,,18585,,Alexandra Avenue between Swan Street Bridge and Anderson Street,20201208141818.0
"-37.799052228383104, 144.96991645557597",20710.0,,1241,,Faraday Street between Rathdowne Street and Drummond Street,20201223122240.0
"-37.7836135799993, 144.95490528568652",,,16484,,,20201208141607.0
"-37.798220308219676, 144.94212997088343",21329.0,,7319,,MacAulay Road between Haines Street and Fogarty Street,20201223122251.0
"-37.80634406626237, 144.96608448635558",20522.0,,10502,,Lygon Street between Victoria Street and Queensberry Street,20201208140916.0
"-37.79411307121671, 144.966560196522",20519.0,,1197,,Cardigan Street between Keppel Street and Lytton Street,20201223122240.0
