GISID,SegID,the_geom,StreetID,StatusID,SegPart,StrType,DTUpdate,PolyArea,SegDescr
1901,20845,"-37.8005672148661, 144.9617290948725",867,3,2,Council Minor,20210923,252,Malvina Place from Grattan Street
4106,23323,"-37.807607471089504, 144.96076118934357",120165,3,1,Council Minor,20210923,207,PH8039 from Franklin Street
4124,30882,"-37.819335525893976, 144.97490176289912",120160,4,2,Private,20210923,512,Tanderrum Bridge
855,20893,"-37.80998006257427, 144.97963147268806",375,2,1,Council Major,20210923,6091,Albert Street between Lansdowne Street and Eades Street
3156,22570,"-37.83139307870037, 144.9659131218484",0,1,1,Arterial,20210923,352,Intersection of Kings Way and Dorcas Street
3169,20277,"-37.80895889141579, 144.96868101278125",613,3,1,Council Minor,20210923,331,Evans Lane from Little Lonsdale Street
673,23190,"-37.79273488263234, 144.93170344691785",119741,3,1,Council Minor,20210923,49,CL1752 from Robertson Street
3976,23304,"-37.82226637314809, 144.93849205667013",117906,6,1,Lease/Reserve,20210923,9184,River Esplanade between Mills Place and Riggers Place
3275,20001,"-37.809754262844926, 144.9708967827927",803,2,1,Council Major,20210923,6217,Lonsdale Street between Spring Street and Exhibition Street
3621,22819,"-37.819392100271415, 144.95303750778064",526,2,1,Council Major,20210923,5422,Collins Street between Spencer Street and Batmans Hill Drive
3004,21332,"-37.80521151322109, 144.94192512615248",0,2,1,Council Major,20210923,338,Intersection of Miller Street and Anderson Street
234,30310,"-37.794457079420866, 144.94560688128206",3133,4,1,Private,20210923,51,Pl5331
2942,21236,"-37.79444435958179, 144.94658441837728",609,3,1,Council Minor,20210923,341,Erskine Lane between Erskine Street and Brougham Street
3176,20268,"-37.81229919848924, 144.9684124660811",662,3,1,Council Minor,20210923,116,Golden Fleece Alley from Coverlid Place
1320,21478,"-37.81027260268484, 144.9473403181735",0,2,1,Council Major,20210923,917,Intersection of Rosslyn Street and Adderley Street
2420,30474,"-37.809285830353794, 144.95884643617623",3064,4,1,Private,20210923,220,Pl5288
3242,20143,"-37.81064600165581, 144.96990832074485",615,2,1,Council Major,20210923,2882,Exhibition Street between Little Bourke Street and Lonsdale Street
1303,21459,"-37.80667111284107, 144.9444813775257",367,2,1,Council Major,20210923,3057,Abbotsford Street between Ireland Street and Spencer Street
3223,20208,"-37.81564983429171, 144.9736035762804",636,2,1,Council Major,20210923,6107,Flinders Street between Spring Street and Exhibition Street
51,30083,"-37.82044629095767, 144.95347951739492",3224,9,1,Rail/Tram,20210923,9090,Southern Cross Railway
725,22687,"-37.79880898677229, 144.9539743525077",632,1,1,Arterial,20210923,1815,Intersection of Flemington Road and Villiers Street
2857,21031,"-37.80338690104706, 144.9428349277749",1095,2,1,Council Major,20210923,4165,Stawell Street between Victoria Street and Queensberry Street
2649,20956,"-37.80458396557453, 144.95387035874043",726,2,1,Council Major,20210923,6136,Howard Street between Victoria Street and Queensberry Street
1488,22591,"-37.79029199457564, 144.9432907728748",632,1,1,Arterial,20210923,1862,Intersection of Flemington Road and Melrose Street
356,22568,"-37.82007360033235, 144.96504718937703",3187,6,1,Lease/Reserve,20210923,47,Evan Walker Bridge between Southbank Promenade and Flinders Walk
641,23160,"-37.78916046260013, 144.9303996789323",120182,3,1,Council Minor,20210923,495,Lollipop Lane from Parsons Street
3439,20195,"-37.812997021574695, 144.9541652445509",761,1,1,Arterial,20210923,2899,King Street between Little Lonsdale Street and La Trobe Street
1770,20611,"-37.79990373116985, 144.9731243505809",921,2,1,Council Major,20210923,1519,Murchison Street between Barrup Street and Canning Street
3793,22127,"-37.82345428770308, 144.93927698063942",1370,1,1,Arterial,20210923,4821,Lorimer Street between Hartley Street and Boundary Street
3107,20008,"-37.81228248298518, 144.96225723449905",0,2,1,Council Major,20210923,925,Intersection of Lonsdale Street and Elizabeth Street
139,30200,"-37.797174013528455, 144.96324224978113",3206,4,1,Private,20210923,1047,Spencer Road
3828,23220,"-37.81663368268324, 144.97680040819907",119754,3,1,Council Minor,20210923,583,Magistrates Walk between Wellington Parade South and Cliveden Close
4081,21418,"-37.809215796627136, 144.9503196287097",253,3,1,Council Minor,20210923,292,Cl1115 from Rosslyn Street
636,23155,"-37.790529950360515, 144.93470968528376",119725,3,1,Council Minor,20210923,354,CL0145 from Parsons Street
3849,30804,"-37.81263803592702, 144.93826672836133",119756,4,1,Private,20210923,1210,Wharf Street
1424,21877,"-37.813219031276795, 144.9903613726834",83,3,1,Council Minor,20210923,130,Cl1226 from Hoddle Street
2710,21097,"-37.80121632117887, 144.9521440981312",395,2,1,Council Major,20210923,2656,Arden Street between Chetwynd Street and Leveson Street
1794,20588,"-37.79521471734296, 144.97332093710105",0,2,1,Council Major,20210923,918,Intersection of Canning Street and Kay Street
1201,22668,"-37.805512397418454, 144.94403020827326",0,2,1,Council Major,20210923,547,Intersection of Miller Street and Lothian Street
1329,21541,"-37.81085750421865, 144.94540256729766",1016,2,1,Council Major,20210923,429,Railway Place between Rosslyn Street and Stanley Street
3586,22554,"-37.81798089035234, 144.9503655927308",117786,1,1,Arterial,20210923,872,Intersection of Bourke Street and Wurundjeri Way
3425,20269,"-37.811118082212595, 144.96770214537383",431,3,1,Council Minor,20210923,111,Belman Place from Russell Street
3578,22442,"-37.807108224292925, 144.91208435340215",640,1,1,Arterial,20210923,51278,Footscray Road between Dock Link Road and Sims Street
440,30784,"-37.7912597856966, 144.93347691170757",119708,4,1,Private,20210923,53,PL5385
311,30394,"-37.801630225863164, 144.95028130340592",2939,4,1,Private,20210923,29,Pl5186
4082,30871,"-37.77833117739579, 144.94713875049493",120140,4,1,Private,20210923,1935,Cypress Drive
131,30191,"-37.81261588548498, 144.96746243147075",472,4,1,Private,20210923,18,Bullens Lane
3188,20255,"-37.81486066233683, 144.9712371717164",505,3,1,Council Minor,20210923,425,Chester Lane from Flinders Lane
1398,21907,"-37.81383868615515, 144.9882818679861",1073,2,1,Council Major,20210923,3030,Simpson Street between Hotham Street and Gipps Street
1720,20653,"-37.79614305426112, 144.97255985808582",215,3,1,Council Minor,20210923,305,Cl1128 from Pitt Street
1293,21448,"-37.80779343402526, 144.94370173412887",0,2,1,Council Major,20210923,914,Intersection of Abbotsford Street and Adderley Street
2730,21121,"-37.801474624075496, 144.9561316572876",427,3,1,Council Minor,20210923,522,Bedford Place between Flemington Road and Bedford Street
1676,20708,"-37.799467057192686, 144.969050826276",1505,3,1,Council Minor,20210923,38,Cl1019 from University Street
163,30224,"-37.79647897378294, 144.97445417448688",3050,4,1,Private,20210923,34,Pl5279
208,30278,"-37.79868031090388, 144.9710504932728",1499,4,1,Private,20210923,58,Pl5027
1803,20579,"-37.800147765797675, 144.97247134932437",479,2,1,Council Major,20210923,1510,Canning Street between Owen Street and Murchison Street
753,22768,"-37.79498632045131, 144.91310832606882",117852,1,1,Arterial,20210923,1797,Lynchs Bridge from Smithfield Road
3152,22566,"-37.82144748464469, 144.96387994245103",1339,2,1,Council Major,20210923,294,Intersection of Riverside Quay and Cook Street
3427,20224,"-37.82071354469617, 144.9563227603852",636,2,1,Council Major,20210923,7044,Flinders Street between King Street and Spencer Street
3100,20015,"-37.81513527657463, 144.9523456555961",1086,1,1,Arterial,20210923,925,Intersection of Lonsdale Street and Spencer Street
2188,21826,"-37.79639547229065, 144.92008498879372",2034,2,1,Council Major,20210923,2205,Tankard Street between Newman Street and Fairbairn Drive
3045,20084,"-37.81461281430103, 144.9619254429941",455,2,1,Council Major,20210923,6130,Bourke Street between Elizabeth Street and Queen Street
513,23150,"-37.787570233081944, 144.92147808731207",605,1,1,Arterial,20210923,1619,Intersection of Racecourse Road and Epsom Road
1225,21630,"-37.80813335701526, 144.95803079891462",1010,2,1,Council Major,20210923,2353,Queen Street between Franklin Street and Therry Street
1335,21547,"-37.80891101342267, 144.9438662639359",1016,2,1,Council Major,20210923,1449,Railway Place between Hawke Street and Abbotsford Street
687,23210,"-37.78793150893046, 144.94038975342247",632,1,1,Arterial,20210923,2346,Intersection of Flemington Road and Boundary Road
2966,21290,"-37.79596897117894, 144.94007233709036",1149,2,1,Council Major,20210923,1038,Vaughan Terrace between MacAulay Road and Canning Street
626,23103,"-37.79412637484092, 144.93504452810166",119628,2,1,Council Major,20210923,3456,Stubbs Street between Robertson Street and Macaulay Road
1784,20598,"-37.801205253528884, 144.97424428171936",0,1,1,Arterial,20210923,313,Intersection of Nicholson Street and Carlton Street
4019,30847,"-37.81536935604979, 144.9531884741891",120060,4,1,Private,20210923,1049,Watertank Way
2980,21307,"-37.798238157026, 144.93712030977733",774,2,1,Council Major,20210923,163,Langford Street between Green Street and Gracie Street
769,22444,"-37.81691659858665, 144.97955643961834",3245,3,1,Council Minor,20210923,551,Maxwell Lane between Jolimont Road and Agnes Street
3534,22627,"-37.81745707560056, 144.98984582605092",0,1,1,Arterial,20210923,819,Intersection of Wellington Parade South and Punt Road
3411,20309,"-37.81728437574557, 144.96517912329625",1039,3,1,Council Minor,20210923,237,Rothsay Lane from Flinders Lane
1991,20749,"-37.80432709588424, 144.96583004096868",865,3,1,Council Minor,20210923,220,Magenta Place from Lygon Street
557,23107,"-37.79361007458641, 144.92834595775378",119654,2,1,Council Major,20210923,944,Wight Street between McConnell Street and McCracken Street
1057,22466,"-37.82413222464265, 144.9705001879932",1056,1,1,Arterial,20210923,9913,St Kilda Road between Southbank Boulevard and Grant Street
3657,22160,"-37.82398404110184, 144.9215925898348",0,2,1,Council Major,20210923,1105,Intersection of Salmon Street and Turner Street
3618,22792,"-37.81199369777175, 144.96034213943352",2250,3,1,Council Minor,20210923,64,Cl0034 from Hardware Street
2624,20930,"-37.80570749379102, 144.95751339792542",115,3,1,Council Minor,20210923,128,Cl1730 from Cobden Street
3807,22805,"-37.82283530856693, 144.94867835024067",3088,1,5,Arterial,20210923,2357,Charles Grimes Bridge between Wurundjeri Way and Montague Street
1810,20572,"-37.79463943178203, 144.97101182135933",1024,2,1,Council Major,20210923,1253,Intersection of Rathdowne Street and Neill Street
279,30360,"-37.802508758085835, 144.94773299866765",2969,4,2,Private,20210923,22,Pl5139
2696,21083,"-37.80097669276119, 144.94999202097094",0,2,1,Council Major,20210923,902,Intersection of Arden Street and Errol Street
3418,20299,"-37.81399840544824, 144.9663162151492",1018,3,1,Council Minor,20210923,479,Rainbow Alley from Little Collins Street
1651,20453,"-37.805785032445705, 144.96002897538085",786,2,1,Council Major,20210923,2715,Leicester Street between Victoria Street and Berkeley Street
101,30148,"-37.81557667086478, 144.96419169408057",1600,4,1,Private,20210923,227,Block Arcade
1958,20785,"-37.79759682478824, 144.96708302556664",817,3,1,Council Minor,20210923,148,Little Elgin Street between Lygon Street and Miller Lane
4151,23353,"-37.80161076514033, 144.96875008575358",1543,3,1,Council Minor,20210923,139,PT5053 between Drummond Street and Erskine Lane
627,23101,"-37.792522344277614, 144.9353480325059",119628,2,1,Council Major,20210923,2897,Stubbs Street between Smith Street and Robertson Street
816,21859,"-37.814149415347615, 144.97759615038163",778,1,1,Arterial,20210923,8428,Lansdowne Street between Wellington Parade and St Andrews Place
1768,22820,"-37.799460614982344, 144.97453908057736",0,1,1,Arterial,20210923,485,Intersection of Faraday Street and Nicholson Street
1482,22587,"-37.78714282937474, 144.9420233635419",870,2,1,Council Major,20210923,1732,Manningham Street between Church Street and Heathcote Road
44,30075,"-37.80831929335985, 144.94028335439754",3222,9,1,Rail/Tram,20210923,61216,Melbourne Goods Railway
731,22887,"-37.79543968289379, 144.9262021728696",117932,3,1,Council Minor,20210923,432,Clifford Terrace between Kensington Road and Henry Street
1030,22740,"-37.83634336219999, 144.98020936759252",900,2,1,Council Major,20210923,4503,Millswyn Street between Toorak Road and St Martins Lane
2738,21129,"-37.80104296373276, 144.9543359118306",1138,3,1,Council Minor,20210923,612,Tyrone Street between Blackwood Street and Wreckyn Street
3780,22178,"-37.82102692550605, 144.9578504195199",761,1,1,Arterial,20210923,4012,King Street between Kings Bridge and Flinders Street
198,30267,"-37.79678323212756, 144.9681143140353",1522,4,1,Private,20210923,17,Pl5044
1102,21391,"-37.806378922361375, 144.9544549051641",2895,3,2,Council Minor,20210923,298,San Marco Lane from William Street
1975,20765,"-37.800122424674925, 144.9675273485641",1192,3,1,Council Minor,20210923,301,York Place from Lygon Street
1501,22499,"-37.80481628956671, 144.96547735669512",1008,2,1,Council Major,20210923,3090,Queensberry Street between Lygon Street and Cardigan Street
1777,20605,"-37.80074094187595, 144.97271498017054",241,3,1,Council Minor,20210923,102,Cl1156 from Canning Street
1631,20473,"-37.801939081305164, 144.95851111381992",0,2,1,Council Major,20210923,642,Intersection of Berkeley Street and Pelham Street
1238,21644,"-37.809405464710395, 144.96233864539286",822,3,1,Council Minor,20210923,1965,Little La Trobe Street between Swanston Street and Elizabeth Street
1274,21356,"-37.80619610044455, 144.94658253272172",1279,3,1,Council Minor,20210923,177,Miller Place from Miller Street
3484,20150,"-37.81227083330259, 144.9678540318692",1045,2,1,Council Major,20210923,2892,Russell Street between Bourke Street and Little Bourke Street
2475,30568,"-37.80124933030281, 144.91708437453002",709,4,1,Private,20210923,1767,Highett Street
629,23099,"-37.79084039451135, 144.93566181092658",119628,2,1,Council Major,20210923,2066,Stubbs Street between Parsons Street and Scarborough Place
3044,20085,"-37.814969430382824, 144.96068659291163",0,2,1,Council Major,20210923,907,Intersection of Queen Street and Bourke Street
818,21857,"-37.81158697622647, 144.97802692599802",778,1,1,Arterial,20210923,3042,Lansdowne Street between St Andrews Place and Cathedral Place
3221,20210,"-37.81637185928807, 144.971154374871",636,2,1,Council Major,20210923,6128,Flinders Street between Exhibition Street and Russell Street
3437,20214,"-37.81782233203041, 144.96620616135635",636,2,1,Council Major,20210923,6039,Flinders Street between Swanston Street and Elizabeth Street
1285,21440,"-37.80621083821074, 144.9418120516911",0,2,1,Council Major,20210923,791,Intersection of Ireland Street and Anderson Street
528,23042,"-37.791213134071086, 144.93412988795575",119629,2,1,Council Major,20210923,147,Intersection of Lambeth Street and Scarborough Place
607,23086,"-37.790622773153146, 144.92500819447827",119667,3,1,Council Minor,20210923,308,Siberia Lane between Drury Street and Rigby Lane
4068,30809,"-37.810467797693846, 144.92761260488334",119763,5,1,Port Roads,20210923,3438,Mullaly Close
3066,20059,"-37.814346592519975, 144.9590039499344",809,2,1,Council Major,20210923,2311,Little Bourke Street between Queen Street and William Street
1151,21498,"-37.81103891679762, 144.95045190054347",0,1,1,Arterial,20210923,927,Intersection of Spencer Street and Batman Street
935,22240,"-37.83703869505051, 144.9861073857961",906,2,1,Council Major,20210923,2034,Mona Place from Punt Road
180,30243,"-37.803856892360656, 144.9615594550207",1731,4,1,Private,20210923,99,Pl5084
954,22283,"-37.83267408608297, 144.98461806493887",619,2,1,Council Major,20210923,1277,Fairlie Court from Anderson Street
24,30031,"-37.81877131794033, 144.9075279065666",3100,5,1,Port Roads,20210923,4680,Pl5307
531,23130,"-37.78963269401456, 144.9403564767046",119646,3,1,Council Minor,20210923,364,Lonie Street from Racecourse Road
